Ergebnisübersicht:

Kreuzungs-ID: 9; Kreuzungs-Name: Ampel9
Daten der vorgelagerten WS:
WS-ID;Beschreibung;Länge;durchs. Länge;max Länge;durchs. Wartezeit;proz. Straßenauslastung;proz. Stau
2;Süd;0;3,01;12;81,0;34,65;12,31
3;West;5;14,98;29;157,0;66,78;25,56



Kreuzungs-ID: 27; Kreuzungs-Name: Ampel27
Daten der vorgelagerten WS:
WS-ID;Beschreibung;Länge;durchs. Länge;max Länge;durchs. Wartezeit;proz. Straßenauslastung;proz. Stau
0;Vorgelagert-Nord;0;0,0;0;0,0;0,0;0,0
1;Vorgelagert-Ost ;0;0,0;0;0,0;0,0;0,0
2;Vorgelagert-Süd ;0;0,01;2;27,0;0,09;0,0
3;Vorgelagert-West;14;11,65;22;110,0;96,95;53,86

Daten der WS:
WS-ID;Beschreibung;Länge;durchs. Länge;max Länge;durchs. Wartezeit;proz. Straßenauslastung
0;Nord: Rechts/Gerade;0;0,29;3;29,0;9,6
1;Nord: Links;0;0,2;3;31,0;7,33
2;Ost: Rechts/Gerade;0;0,0;0;0,0;0,0
3;Ost: Links;0;0,0;0;0,0;0,0
4;Süd: Rechts/Gerade;0;0,31;4;28,0;9,95
5;Süd: Links;0;0,55;3;42,0;17,6
6;West: Rechts/Gerade;2;3,41;6;150,0;117,54
7;West: Links;0;2,26;5;149,0;74,64



