0;Vorgelagert-Nord;18;5,01;20;138;8,75;0
1;Vorgelagert-Ost ;497;233,11;497;1691;1862,88;97,01
2;Vorgelagert-Süd ;0;0,19;8;48;2,69;0,37
3;Vorgelagert-West;22;18,77;30;355;96,17;59,68
;;;;;;;
Daten der WS:;;;;;;;
WS-ID;Beschreibung;Länge;durchs. Länge;max Länge;durchs. Wartezeit;proz. Straßenauslastung;
0;Nord: Rechts;1;0,82;2;134;25,3;
1;Nord: Gerade;3;2,75;5;178;90,31;
2;Nord: Links;0;0,99;3;118;33,82;
3;Ost: Rechts;0;1,65;4;1770;55,24;
4;Ost: Gerade;1;2,13;5;1589;72,76;
5;Ost: Links;3;3,56;5;1697;113,32;
6;Süd: Rechts;0;1,08;5;77;30,34;
7;Süd: Gerade;4;1,08;5;57;32,14;
8;Süd: Links;1;0,72;4;48;23,38;
9;West: Rechts;4;3,35;5;468;115,2;
10;West: Gerade;0;1,81;4;365;61,43;
11;West: Links;2;1,27;2;364;40,75;
;;;;;;;
;;;;;;;
;;;;;;;
Kreuzungs-ID: 11; Kreuzungs-Name: Reichenau-Schneckenburg;;;;;;
Daten der vorgelagerten WS:;;;;;;;
WS-ID;Beschreibung;Länge;durchs. Länge;max Länge;durchs. Wartezeit;proz. Straßenauslastung;proz. Stau
0;Vorgelagert-Nord;0;0,5;6;124;4,13;0
1;Vorgelagert-Ost ;0;0,02;2;13;0,1;0
2;Vorgelagert-Süd ;0;0;0;0;0;0
3;Vorgelagert-West;18;19,96;31;287;102,38;65,36
;;;;;;;
Daten der WS:;;;;;;;
WS-ID;Beschreibung;Länge;durchs. Länge;max Länge;durchs. Wartezeit;proz. Straßenauslastung;
0;Nord: Rechts;0;0,55;4;62;16,05;
1;Nord: Gerade;0;0;0;0;0;
2;Nord: Links;0;1,18;4;204;39,27;
3;Ost: Rechts;0;0,1;2;17;3,25;
4;Ost: Gerade;0;0,76;5;21;24,06;
5;Ost: Links;0;0;0;0;0;
6;Süd: Rechts;0;0;0;0;0;
7;Süd: Gerade;0;0;0;0;0;
8;Süd: Links;0;0;0;0;0;
9;West: Rechts;0;0;0;0;0;
10;West: Gerade;5;3,63;5;339;117,47;
11;West: Links;0;1,49;3;298;44,65;
;;;;;;;
;;;;;;;
;;;;;;;
Kreuzungs-ID: 16; Kreuzungs-Name: Fürstenberg-Schneckenburg;;;;;;
Daten der vorgelagerten WS:;;;;;;;
WS-ID;Beschreibung;Länge;durchs. Länge;max Länge;durchs. Wartezeit;proz. Straßenauslastung;proz. Stau
0;Vorgelagert-Nord;0;0;0;0;0;0
1;Vorgelagert-Ost ;0;0;0;0;0;0
2;Vorgelagert-Süd ;0;0;0;0;0;0
3;Vorgelagert-West;66;54,36;72;351;93,39;34,92
;;;;;;;
Daten der WS:;;;;;;;
WS-ID;Beschreibung;Länge;durchs. Länge;max Länge;durchs. Wartezeit;proz. Straßenauslastung;
0;Nord: Rechts;0;0;0;0;0;
1;Nord: Gerade;0;0;0;0;0;
2;Nord: Links;0;0;0;0;0;
3;Ost: Rechts;0;0;0;0;0;
4;Ost: Gerade;0;0,03;2;9;1,17;
5;Ost: Links;0;0,03;3;26;1,3;
6;Süd: Rechts;0;0,15;3;26;5,2;
7;Süd: Gerade;0;0;0;0;0;
8;Süd: Links;0;0,09;2;20;2,91;
9;West: Rechts;0;1,23;4;363;37,31;
10;West: Gerade;5;3,64;6;377;119,09;
11;West: Links;0;0;0;0;0;
;;;;;;;
;;;;;;;
;;;;;;;
Kreuzungs-ID: 17; Kreuzungs-Name: Fürstenberg-Oberlohn;;;;;;
Daten der vorgelagerten WS:;;;;;;;
WS-ID;Beschreibung;Länge;durchs. Länge;max Länge;durchs. Wartezeit;proz. Straßenauslastung;proz. Stau
0;Vorgelagert-Nord;0;0;0;0;0;0
1;Vorgelagert-Ost ;0;0,01;2;17;0,02;0
2;Vorgelagert-Süd ;0;0;0;0;0;0
3;Vorgelagert-West;843;397,18;843;1412;3243,02;90,43
;;;;;;;
Daten der WS:;;;;;;;
WS-ID;Beschreibung;Länge;durchs. Länge;max Länge;durchs. Wartezeit;proz. Straßenauslastung;
0;Nord: Rechts;0;0;0;0;0;
1;Nord: Gerade;0;0;0;0;0;
2;Nord: Links;0;0;0;0;0;
3;Ost: Rechts;0;0;0;0;0;
4;Ost: Gerade;0;0,51;4;32;16,52;
5;Ost: Links;0;0,04;1;18;1,04;
6;Süd: Rechts;3;0,12;3;39;3,97;
7;Süd: Gerade;0;0;0;0;0;
8;Süd: Links;0;0,08;2;21;2,68;
9;West: Rechts;0;1,49;4;1234;42,55;
10;West: Gerade;4;3,6;5;1332;118,24;
11;West: Links;0;0;0;0;0;
;;;;;;;
;;;;;;;
;;;;;;;
Kreuzungs-ID: 19; Kreuzungs-Name: Wollmatinger-Friedrich;;;;;;
Daten der vorgelagerten WS:;;;;;;;
WS-ID;Beschreibung;Länge;durchs. Länge;max Länge;durchs. Wartezeit;proz. Straßenauslastung;proz. Stau
0;Vorgelagert-Nord;0;0;0;0;0;0
1;Vorgelagert-Ost ;0;0;1;11;0,04;0
2;Vorgelagert-Süd ;0;0;0;0;0;0
3;Vorgelagert-West;0;0,03;4;5;0,05;0
;;;;;;;
Daten der WS:;;;;;;;
WS-ID;Beschreibung;Länge;durchs. Länge;max Länge;durchs. Wartezeit;proz. Straßenauslastung;
0;Nord: Rechts;0;0;0;0;0;
1;Nord: Gerade;0;0;0;0;0;
2;Nord: Links;0;0;0;0;0;
3;Ost: Rechts;0;0,06;3;17;1,83;
4;Ost: Gerade;0;0,18;4;14;5,67;
5;Ost: Links;0;0;0;0;0;
6;Süd: Rechts;0;0;0;0;0;
7;Süd: Gerade;0;0;0;0;0;
8;Süd: Links;0;0;0;0;0;
9;West: Rechts;0;0;0;0;0;
10;West: Gerade;0;0,36;5;7;12,41;
11;West: Links;0;0,48;5;14;16,31;
;;;;;;;
;;;;;;;
;;;;;;;
Kreuzungs-ID: 20; Kreuzungs-Name: Wollmatinger-Jahn;;;;;;
Daten der vorgelagerten WS:;;;;;;;
WS-ID;Beschreibung;Länge;durchs. Länge;max Länge;durchs. Wartezeit;proz. Straßenauslastung;proz. Stau
0;Vorgelagert-Nord;0;0,07;6;12;0,84;0
1;Vorgelagert-Ost ;0;0;0;0;0;0
2;Vorgelagert-Süd ;0;0;0;0;0;0
3;Vorgelagert-West;0;0;0;0;0;0
;;;;;;;
Daten der WS:;;;;;;;
WS-ID;Beschreibung;Länge;durchs. Länge;max Länge;durchs. Wartezeit;proz. Straßenauslastung;
0;Nord: Rechts;1;0,34;3;24;11,07;
1;Nord: Gerade;0;0,92;4;21;29,29;
2;Nord: Links;0;0,61;5;23;19,38;
3;Ost: Rechts;0;0;0;0;0;
4;Ost: Gerade;0;0;0;0;0;
5;Ost: Links;0;0;0;0;0;
6;Süd: Rechts;0;0,21;3;25;6,86;
7;Süd: Gerade;1;0,28;5;18;9,07;
8;Süd: Links;0;0,07;2;18;1,92;
9;West: Rechts;0;0,09;2;28;2,48;
10;West: Gerade;0;0,04;2;20;1,08;
11;West: Links;0;0,08;2;28;2,98;
;;;;;;;
;;;;;;;
;;;;;;;
Kreuzungs-ID: 23; Kreuzungs-Name: Rheinsteg-Konzil;;;;;;
Daten der vorgelagerten WS:;;;;;;;
WS-ID;Beschreibung;Länge;durchs. Länge;max Länge;durchs. Wartezeit;proz. Straßenauslastung;proz. Stau
0;Vorgelagert-Nord;0;3,45;13;42;54,39;19,79
1;Vorgelagert-Ost ;0;0;0;0;0;0
2;Vorgelagert-Süd ;0;0,05;4;17;0,06;0
3;Vorgelagert-West;0;0;1;3;0;0
;;;;;;;
Daten der WS:;;;;;;;
WS-ID;Beschreibung;Länge;durchs. Länge;max Länge;durchs. Wartezeit;proz. Straßenauslastung;
0;Nord: Rechts;2;3,11;6;96;101,19;
1;Nord: Gerade;0;2,24;5;60;72,06;
2;Nord: Links;0;0;0;0;0;
3;Ost: Rechts;0;0;0;0;0;
4;Ost: Gerade;0;0;0;0;0;
5;Ost: Links;0;0;0;0;0;
6;Süd: Rechts;0;0;0;0;0;
7;Süd: Gerade;0;0,6;4;23;18,39;
8;Süd: Links;1;0,92;4;32;29,68;
9;West: Rechts;0;0,32;4;26;10,2;
10;West: Gerade;0;0;0;0;0;
11;West: Links;1;0,38;4;22;12,54;
;;;;;;;
;;;;;;;
;;;;;;;
Kreuzungs-ID: 25; Kreuzungs-Name: Laube-Döbel;;;;;;
Daten der vorgelagerten WS:;;;;;;;
WS-ID;Beschreibung;Länge;durchs. Länge;max Länge;durchs. Wartezeit;proz. Straßenauslastung;proz. Stau
0;Vorgelagert-Nord;0;0,02;2;14;0,04;0
1;Vorgelagert-Ost ;0;0,02;2;6;0,04;0
2;Vorgelagert-Süd ;0;11,31;31;150;91,55;54
3;Vorgelagert-West;0;0;0;0;0;0
;;;;;;;
Daten der WS:;;;;;;;
WS-ID;Beschreibung;Länge;durchs. Länge;max Länge;durchs. Wartezeit;proz. Straßenauslastung;
0;Nord: Rechts;0;0,04;1;19;1,19;
1;Nord: Gerade;1;0,39;4;22;14,61;
2;Nord: Links;0;0,32;4;23;10,19;
3;Ost: Rechts;1;0,56;3;24;17,15;
4;Ost: Gerade;0;0,1;2;20;3,83;
5;Ost: Links;0;0,56;4;23;19,24;
6;Süd: Rechts;4;3,11;5;187;100,43;
7;Süd: Gerade;3;2,17;5;155;69,08;
8;Süd: Links;0;0,94;3;153;30,87;
9;West: Rechts;0;0;0;0;0;
10;West: Gerade;0;0;0;0;0;
11;West: Links;0;0;0;0;0;
;;;;;;;
;;;;;;;
;;;;;;;
Kreuzungs-ID: 30; Kreuzungs-Name: Europa-Gartenstraße;;;;;;
Daten der vorgelagerten WS:;;;;;;;
WS-ID;Beschreibung;Länge;durchs. Länge;max Länge;durchs. Wartezeit;proz. Straßenauslastung;proz. Stau
0;Vorgelagert-Nord;0;0,01;1;4;0,01;0
1;Vorgelagert-Ost ;0;0;0;0;0;0
2;Vorgelagert-Süd ;0;0,04;3;11;0,08;0
3;Vorgelagert-West;0;0;0;0;0;0
;;;;;;;
Daten der WS:;;;;;;;
WS-ID;Beschreibung;Länge;durchs. Länge;max Länge;durchs. Wartezeit;proz. Straßenauslastung;
0;Nord: Rechts;0;0;0;0;0;
1;Nord: Gerade;0;0,31;5;15;10,34;
2;Nord: Links;0;0,14;4;14;4,7;
3;Ost: Rechts;0;0;0;0;0;
4;Ost: Gerade;0;0;0;0;0;
5;Ost: Links;0;0;0;0;0;
6;Süd: Rechts;0;0,52;4;22;16,4;
7;Süd: Gerade;0;0,38;5;15;11,8;
8;Süd: Links;0;0;0;0;0;
9;West: Rechts;0;0;0;0;0;
10;West: Gerade;0;0;0;0;0;
11;West: Links;0;0;0;0;0;
;;;;;;;
;;;;;;;
;;;;;;;
Kreuzungs-ID: 31; Kreuzungs-Name: Europa-Grenzbach;;;;;;
Daten der vorgelagerten WS:;;;;;;;
WS-ID;Beschreibung;Länge;durchs. Länge;max Länge;durchs. Wartezeit;proz. Straßenauslastung;proz. Stau
0;Vorgelagert-Nord;0;0;1;6;0;0
1;Vorgelagert-Ost ;0;0;0;0;0;0
2;Vorgelagert-Süd ;87;35,27;105;286;289,53;67,38
3;Vorgelagert-West;0;0,55;16;59;4,38;0,67
;;;;;;;
Daten der WS:;;;;;;;
WS-ID;Beschreibung;Länge;durchs. Länge;max Länge;durchs. Wartezeit;proz. Straßenauslastung;
0;Nord: Rechts;0;0,26;5;33;8,17;
1;Nord: Gerade;0;0,21;4;27;7,08;
2;Nord: Links;0;0,14;2;23;4,74;
3;Ost: Rechts;0;0;0;0;0;
4;Ost: Gerade;0;0;0;0;0;
5;Ost: Links;0;0;0;0;0;
6;Süd: Rechts;4;2,91;5;300;95,95;
7;Süd: Gerade;0;2,33;5;295;75,66;
8;Süd: Links;0;2,4;5;283;76,33;
9;West: Rechts;1;1;4;56;34,75;
10;West: Gerade;1;0,81;4;35;25,74;
11;West: Links;0;0,81;5;46;25,46;
;;;;;;;
;;;;;;;
;;;;;;;
Kreuzungs-ID: 8; Kreuzungs-Name: Reichenau-Oberlohn;;;;;;
;;;;;;;
Daten der WS:;;;;;;;
WS-ID;Beschreibung;Länge;durchs. Länge;max Länge;durchs. Wartezeit;proz. Straßenauslastung;proz. Stau
0;Nord;0;0,37;5;66;2,17;0
1;Ost;0;3,13;19;103;3,88;0
2;Süd;0;0,54;12;24;2,62;0
3;West;1000;666,08;1001;1485;4354,96;94,37
;;;;;;;
;;;;;;;
;;;;;;;
Kreuzungs-ID: 12; Kreuzungs-Name: Oberlohn-Max-Stromeyer;;;;;;
;;;;;;;
Daten der WS:;;;;;;;
WS-ID;Beschreibung;Länge;durchs. Länge;max Länge;durchs. Wartezeit;proz. Straßenauslastung;proz. Stau
0;Nord;0;0,01;3;3;0,05;0
1;Ost;0;0,04;2;7;0,26;0
2;Süd;0;0,04;4;8;0,25;0
3;West;0;0,03;2;4;0,18;0
;;;;;;;
;;;;;;;
;;;;;;;
Kreuzungs-ID: 78; Kreuzungs-Name: Petershausen-Gustav-Schwab;;;;;;
;;;;;;;
Daten der WS:;;;;;;;
WS-ID;Beschreibung;Länge;durchs. Länge;max Länge;durchs. Wartezeit;proz. Straßenauslastung;proz. Stau
0;Nord;0;0,01;1;4;0,02;0
1;Ost;0;0;0;0;0;0
2;Süd;0;0,01;2;3;0,05;0
3;West;0;0;0;0;0;0
